study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7669	SAMEA3231624	ERX705631	ERR760870	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760870/ERR760870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760870/ERR760870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760870/806_GTAGAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760870/806_GTAGAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760870
PRJEB7669	SAMEA3231625	ERX705632	ERR760871	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760871/ERR760871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760871/ERR760871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760871/807_CAGGCG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760871/807_CAGGCG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760871
PRJEB7669	SAMEA3231626	ERX705633	ERR760872	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760872/ERR760872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760872/ERR760872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760872/813_CACCGG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760872/813_CACCGG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760872
PRJEB7669	SAMEA3231627	ERX705634	ERR760873	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760873/ERR760873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760873/ERR760873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760873/817_GTCCGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760873/817_GTCCGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760873
PRJEB7669	SAMEA3231628	ERX705635	ERR760874	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760874/ERR760874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760874/ERR760874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760874/819_CACGAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760874/819_CACGAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760874
PRJEB7669	SAMEA3231629	ERX705636	ERR760875	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760875/ERR760875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760875/ERR760875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760875/821_CACTCA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760875/821_CACTCA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760875
PRJEB7669	SAMEA3231630	ERX705637	ERR760876	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760876/ERR760876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760876/ERR760876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760876/827_GTGGCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760876/827_GTGGCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760876
PRJEB7669	SAMEA3231631	ERX705638	ERR760877	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760877/ERR760877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760877/ERR760877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760877/867_GTGAAA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760877/867_GTGAAA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760877
PRJEB7669	SAMEA3231632	ERX705639	ERR760878	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760878/ERR760878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760878/ERR760878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760878/870_CAGGCG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760878/870_CAGGCG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760878
PRJEB7669	SAMEA3231633	ERX705640	ERR760879	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760879/ERR760879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760879/ERR760879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760879/871_CATGGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760879/871_CATGGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760879
PRJEB7669	SAMEA3231634	ERX705641	ERR760880	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760880/ERR760880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760880/ERR760880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760880/877_CATTTT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760880/877_CATTTT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760880
PRJEB7669	SAMEA3231635	ERX705642	ERR760881	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760881/ERR760881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760881/ERR760881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760881/880_CCAACA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760881/880_CCAACA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760881
PRJEB7669	SAMEA3231636	ERX705643	ERR760882	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760882/ERR760882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760882/ERR760882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760882/935_CGGAAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760882/935_CGGAAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760882
PRJEB7669	SAMEA3231637	ERX705644	ERR760883	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760883/ERR760883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760883/ERR760883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760883/938_CTAGCT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760883/938_CTAGCT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760883
PRJEB7669	SAMEA3231638	ERX705645	ERR760884	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760884/ERR760884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760884/ERR760884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760884/943_CTATAC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760884/943_CTATAC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760884
PRJEB7669	SAMEA3231639	ERX705646	ERR760885	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760885/ERR760885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760885/ERR760885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760885/947_GGTAGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760885/947_GGTAGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760885
PRJEB7669	SAMEA3231640	ERX705647	ERR760886	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760886/ERR760886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760886/ERR760886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760886/973_GTGGCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760886/973_GTGGCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760886
PRJEB7669	SAMEA3231641	ERX705648	ERR760887	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760887/ERR760887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760887/ERR760887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760887/974_GTTTCG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760887/974_GTTTCG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760887
PRJEB7669	SAMEA3231736	ERX705649	ERR760888	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760888/ERR760888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760888/ERR760888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760888/Eldholm-TubDNA3-EL-B_CACGAT_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760888/Eldholm-TubDNA3-EL-B_CACGAT_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760888
PRJEB7669	SAMEA3231737	ERX705650	ERR760889	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760889/ERR760889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760889/ERR760889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760889/GULI_CACCGG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760889/GULI_CACCGG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760889
PRJEB7669	SAMEA3231738	ERX705651	ERR760890	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760890/ERR760890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760890/ERR760890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760890/MDL02_CACTCA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760890/MDL02_CACTCA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760890
PRJEB7669	SAMEA3231739	ERX705652	ERR760891	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760891/ERR760891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760891/ERR760891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760891/MDL08_CAGGCG_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760891/MDL08_CAGGCG_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760891
PRJEB7669	SAMEA3231740	ERX705653	ERR760892	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760892/ERR760892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760892/ERR760892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760892/MDL10_CATGGC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760892/MDL10_CATGGC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760892
PRJEB7669	SAMEA3231741	ERX705654	ERR760893	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760893/ERR760893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760893/ERR760893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760893/MDL12_CATTTT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760893/MDL12_CATTTT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760893
PRJEB7669	SAMEA3231742	ERX705655	ERR760894	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760894/ERR760894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760894/ERR760894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760894/MDL26_CGGAAT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760894/MDL26_CGGAAT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760894
PRJEB7669	SAMEA3231743	ERX705656	ERR760895	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760895/ERR760895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760895/ERR760895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760895/MDL27_CTAGCT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760895/MDL27_CTAGCT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760895
PRJEB7669	SAMEA3231744	ERX705657	ERR760896	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760896/ERR760896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760896/ERR760896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760896/MDL34_CTATAC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760896/MDL34_CTATAC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760896
PRJEB7669	SAMEA3231745	ERX705658	ERR760897	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760897/ERR760897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760897/ERR760897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760897/MDL39_CTCAGA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760897/MDL39_CTCAGA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760897
PRJEB7669	SAMEA3231746	ERX705659	ERR760898	1773	Mycobacterium tuberculosis		ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760898/MDL40_GCGCTA_L002_R1_001.gz	
PRJEB7669	SAMEA3231747	ERX705660	ERR760899	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760899/ERR760899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760899/ERR760899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760899/MDL44_TAATCG_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760899/MDL44_TAATCG_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760899
PRJEB7669	SAMEA3231748	ERX705661	ERR760900	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760900/ERR760900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760900/ERR760900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760900/MDL46_TACAGC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760900/MDL46_TACAGC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760900
PRJEB7669	SAMEA3231749	ERX705662	ERR760901	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760901/ERR760901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760901/ERR760901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760901/MDL55_TATAAT_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760901/MDL55_TATAAT_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760901
PRJEB7669	SAMEA3231750	ERX705663	ERR760902	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760902/ERR760902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760902/ERR760902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760902/MDL60_TCATTC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760902/MDL60_TCATTC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760902
PRJEB7669	SAMEA3231751	ERX705664	ERR760903	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760903/ERR760903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760903/ERR760903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760903/MR02_TCCCGA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760903/MR02_TCCCGA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760903
PRJEB7669	SAMEA3231752	ERX705665	ERR760904	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760904/ERR760904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760904/ERR760904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760904/MR04_TCGAAG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760904/MR04_TCGAAG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760904
PRJEB7669	SAMEA3231753	ERX705666	ERR760905	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760905/ERR760905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760905/ERR760905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760905/MR05_TCGGCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760905/MR05_TCGGCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760905
PRJEB7669	SAMEA3231754	ERX705667	ERR760906	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760906/ERR760906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760906/ERR760906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760906/MR09_CGATGT_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760906/MR09_CGATGT_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760906
PRJEB7669	SAMEA3231755	ERX705668	ERR760907	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760907/ERR760907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760907/ERR760907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760907/MR10_TGACCA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760907/MR10_TGACCA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760907
PRJEB7669	SAMEA3231756	ERX705669	ERR760908	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760908/ERR760908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760908/ERR760908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760908/MR11_GAGTGG_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760908/MR11_GAGTGG_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760908
PRJEB7669	SAMEA3231757	ERX705670	ERR760909	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760909/ERR760909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760909/ERR760909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760909/MR12_ACAGTG_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760909/MR12_ACAGTG_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760909
PRJEB7669	SAMEA3231758	ERX705671	ERR760910	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760910/ERR760910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760910/ERR760910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760910/MR16_GCCAAT_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760910/MR16_GCCAAT_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760910
PRJEB7669	SAMEA3231759	ERX705672	ERR760911	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760911/ERR760911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760911/ERR760911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760911/MR23_CAGATC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760911/MR23_CAGATC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760911
PRJEB7669	SAMEA3231760	ERX705673	ERR760912	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760912/ERR760912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760912/ERR760912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760912/MR32_CTTGTA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760912/MR32_CTTGTA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760912
PRJEB7669	SAMEA3231761	ERX705674	ERR760913	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760913/ERR760913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760913/ERR760913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760913/MR41_ATCACG_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760913/MR41_ATCACG_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760913
PRJEB7669	SAMEA3231762	ERX705675	ERR760914	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760914/ERR760914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760914/ERR760914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760914/MR45_TTAGGC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760914/MR45_TTAGGC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760914
PRJEB7669	SAMEA3231763	ERX705676	ERR760915	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760915/ERR760915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760915/ERR760915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760915/MR54_ACTTGA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760915/MR54_ACTTGA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760915
PRJEB7669	SAMEA3231764	ERX705677	ERR760916	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760916/ERR760916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760916/ERR760916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760916/MR58_GATCAG_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760916/MR58_GATCAG_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760916
